"month1","day1","sunrise1","sunset1"
"07","31","04:37","19:05"
"08","01","04:38","19:04"
"08","02","04:39","19:03"
"08","03","04:40","19:01"
"08","04","04:41","19:00"
"08","05","04:42","18:59"
"08","06","04:43","18:58"
"08","07","04:44","18:56"
"08","08","04:45","18:55"
"08","09","04:46","18:54"
"08","10","04:47","18:52"
"08","11","04:48","18:51"
"08","12","04:49","18:49"
"08","13","04:50","18:48"
"08","14","04:51","18:47"
"08","15","04:52","18:45"
"08","16","04:53","18:44"
"08","17","04:54","18:42"
"08","18","04:55","18:41"
"08","19","04:57","18:39"
"08","20","04:58","18:38"
"08","21","04:59","18:36"
"08","22","05:00","18:34"
"08","23","05:01","18:33"
"08","24","05:02","18:31"
"08","25","05:03","18:30"
"08","26","05:04","18:28"
"08","27","05:05","18:26"
"08","28","05:06","18:25"
"08","29","05:07","18:23"
"08","30","05:08","18:21"
"08","31","05:09","18:20"
"09","01","05:10","18:18"
"09","02","05:11","18:16"
"09","03","05:12","18:15"
"09","04","05:13","18:13"
"09","05","05:14","18:11"
"09","06","05:16","18:09"
"09","07","05:17","18:08"
"09","08","05:18","18:06"
"09","09","05:19","18:04"
"09","10","05:20","18:02"
"09","11","05:21","18:01"
"09","12","05:22","17:59"
"09","13","05:23","17:57"
"09","14","05:24","17:55"
"09","15","05:25","17:54"
"09","16","05:26","17:52"
"09","17","05:27","17:50"
"09","18","05:28","17:48"
"09","19","05:29","17:47"
"09","20","05:30","17:45"
"09","21","05:31","17:43"
"09","22","05:32","17:41"
"09","23","05:34","17:40"
"09","24","05:35","17:38"
"09","25","05:36","17:36"
"09","26","05:37","17:34"
"09","27","05:38","17:32"
"09","28","05:39","17:31"
"09","29","05:40","17:29"
"09","30","05:41","17:27"
"10","01","05:42","17:25"
"10","02","05:43","17:24"
"10","03","05:44","17:22"
"10","04","05:46","17:20"
"10","05","05:47","17:19"
"10","06","05:48","17:17"
"10","07","05:49","17:15"
"10","08","05:50","17:14"
"10","09","05:51","17:12"
"10","10","05:52","17:10"
"10","11","05:53","17:09"
"10","12","05:55","17:07"
"10","13","05:56","17:05"
"10","14","05:57","17:04"
"10","15","05:58","17:02"
"10","16","05:59","17:01"
"10","17","06:00","16:59"
"10","18","06:02","16:57"
"10","19","06:03","16:56"
"10","20","06:04","16:54"
"10","21","06:05","16:53"
"10","22","06:06","16:51"
"10","23","06:08","16:50"
"10","24","06:09","16:48"
"10","25","06:10","16:47"
"10","26","06:11","16:46"
"10","27","06:12","16:44"
"10","28","06:14","16:43"
"10","29","06:15","16:41"
"10","30","06:16","16:40"
"10","31","06:17","16:39"
"11","01","06:19","16:38"
"11","02","06:20","16:36"
"11","03","06:21","16:35"
"11","04","06:22","16:34"
"11","05","06:24","16:33"
"11","06","06:25","16:31"
"11","07","06:26","16:30"
"11","08","06:27","16:29"
"11","09","06:29","16:28"
"11","10","06:30","16:27"
"11","11","06:31","16:26"
"11","12","06:32","16:25"
"11","13","06:34","16:24"
"11","14","06:35","16:23"
"11","15","06:36","16:22"
"11","16","06:37","16:22"
"11","17","06:39","16:21"
"11","18","06:40","16:20"
"11","19","06:41","16:19"
"11","20","06:42","16:18"
"11","21","06:43","16:18"
"11","22","06:45","16:17"
"11","23","06:46","16:16"
"11","24","06:47","16:16"
"11","25","06:48","16:15"
"11","26","06:49","16:15"
"11","27","06:50","16:14"
"11","28","06:52","16:14"
"11","29","06:53","16:14"
"11","30","06:54","16:13"
"12","01","06:55","16:13"
"12","02","06:56","16:13"
"12","03","06:57","16:12"
"12","04","06:58","16:12"
"12","05","06:59","16:12"
"12","06","07:00","16:12"
"12","07","07:01","16:12"
"12","08","07:02","16:12"
"12","09","07:02","16:12"
"12","10","07:03","16:12"
"12","11","07:04","16:12"
"12","12","07:05","16:12"
"12","13","07:06","16:12"
"12","14","07:07","16:13"
"12","15","07:07","16:13"
"12","16","07:08","16:13"
"12","17","07:09","16:14"
"12","18","07:09","16:14"
"12","19","07:10","16:14"
"12","20","07:10","16:15"
"12","21","07:11","16:15"
"12","22","07:11","16:16"
"12","23","07:12","16:16"
"12","24","07:12","16:17"
"12","25","07:13","16:18"
"12","26","07:13","16:18"
"12","27","07:13","16:19"
"12","28","07:13","16:20"
"12","29","07:14","16:21"
"12","30","07:14","16:21"
"12","31","07:14","16:22"
