"month1","day1","sunrise1","sunset1"
"04","18","05:00","18:29"
"04","19","04:58","18:30"
"04","20","04:57","18:32"
"04","21","04:55","18:33"
"04","22","04:54","18:34"
"04","23","04:52","18:35"
"04","24","04:51","18:36"
"04","25","04:49","18:37"
"04","26","04:48","18:38"
"04","27","04:46","18:39"
"04","28","04:45","18:41"
"04","29","04:43","18:42"
"04","30","04:42","18:43"
"05","01","04:41","18:44"
"05","02","04:39","18:45"
"05","03","04:38","18:46"
"05","04","04:37","18:47"
"05","05","04:35","18:48"
"05","06","04:34","18:49"
"05","07","04:33","18:51"
"05","08","04:31","18:52"
"05","09","04:30","18:53"
"05","10","04:29","18:54"
"05","11","04:28","18:55"
"05","12","04:27","18:56"
"05","13","04:26","18:57"
"05","14","04:25","18:58"
"05","15","04:24","18:59"
"05","16","04:23","19:00"
"05","17","04:22","19:01"
"05","18","04:21","19:02"
"05","19","04:20","19:03"
"05","20","04:19","19:04"
"05","21","04:18","19:05"
"05","22","04:17","19:06"
"05","23","04:16","19:07"
"05","24","04:16","19:08"
"05","25","04:15","19:09"
"05","26","04:14","19:10"
"05","27","04:14","19:11"
"05","28","04:13","19:11"
"05","29","04:12","19:12"
"05","30","04:12","19:13"
"05","31","04:11","19:14"
"06","01","04:11","19:15"
"06","02","04:10","19:15"
"06","03","04:10","19:16"
"06","04","04:09","19:17"
"06","05","04:09","19:18"
"06","06","04:09","19:18"
"06","07","04:08","19:19"
"06","08","04:08","19:20"
"06","09","04:08","19:20"
"06","10","04:08","19:21"
"06","11","04:08","19:21"
"06","12","04:07","19:22"
"06","13","04:07","19:22"
"06","14","04:07","19:23"
"06","15","04:07","19:23"
"06","16","04:07","19:24"
"06","17","04:07","19:24"
"06","18","04:07","19:24"
"06","19","04:08","19:25"
"06","20","04:08","19:25"
"06","21","04:08","19:25"
"06","22","04:08","19:25"
"06","23","04:08","19:25"
"06","24","04:09","19:25"
"06","25","04:09","19:26"
"06","26","04:09","19:26"
"06","27","04:10","19:26"
"06","28","04:10","19:26"
"06","29","04:10","19:26"
"06","30","04:11","19:26"
"07","01","04:11","19:25"
"07","02","04:12","19:25"
"07","03","04:12","19:25"
"07","04","04:13","19:25"
"07","05","04:14","19:25"
"07","06","04:14","19:24"
"07","07","04:15","19:24"
"07","08","04:16","19:24"
"07","09","04:16","19:23"
"07","10","04:17","19:23"
"07","11","04:18","19:22"
"07","12","04:19","19:22"
"07","13","04:19","19:21"
"07","14","04:20","19:21"
"07","15","04:21","19:20"
"07","16","04:22","19:19"
"07","17","04:23","19:19"
"07","18","04:23","19:18"
"07","19","04:24","19:17"
"07","20","04:25","19:16"
"07","21","04:26","19:16"
"07","22","04:27","19:15"
"07","23","04:28","19:14"
"07","24","04:29","19:13"
"07","25","04:30","19:12"
"07","26","04:31","19:11"
"07","27","04:32","19:10"
"07","28","04:33","19:09"
"07","29","04:34","19:08"
"07","30","04:35","19:07"
"07","31","04:36","19:06"
"08","01","04:37","19:05"
"08","02","04:38","19:03"
"08","03","04:39","19:02"
"08","04","04:40","19:01"
"08","05","04:41","19:00"
"08","06","04:42","18:59"
"08","07","04:43","18:57"
"08","08","04:44","18:56"
"08","09","04:45","18:55"
"08","10","04:46","18:53"
"08","11","04:47","18:52"
"08","12","04:48","18:51"
"08","13","04:49","18:49"
"08","14","04:50","18:48"
"08","15","04:51","18:46"
"08","16","04:53","18:45"
"08","17","04:54","18:43"
"08","18","04:55","18:42"
"08","19","04:56","18:40"
"08","20","04:57","18:39"
"08","21","04:58","18:37"
"08","22","04:59","18:36"
"08","23","05:00","18:34"
"08","24","05:01","18:33"
"08","25","05:02","18:31"
"08","26","05:03","18:29"
"08","27","05:04","18:28"
"08","28","05:05","18:26"
"08","29","05:06","18:24"
"08","30","05:07","18:23"
"08","31","05:08","18:21"
"09","01","05:09","18:19"
"09","02","05:10","18:18"
"09","03","05:12","18:16"
"09","04","05:13","18:14"
"09","05","05:14","18:13"
"09","06","05:15","18:11"
"09","07","05:16","18:09"
"09","08","05:17","18:07"
"09","09","05:18","18:06"
"09","10","05:19","18:04"
"09","11","05:20","18:02"
"09","12","05:21","18:00"
"09","13","05:22","17:59"
"09","14","05:23","17:57"
"09","15","05:24","17:55"
"09","16","05:25","17:53"
"09","17","05:26","17:52"
"09","18","05:27","17:50"
"09","19","05:28","17:48"
"09","20","05:30","17:46"
"09","21","05:31","17:44"
"09","22","05:32","17:43"
"09","23","05:33","17:41"
"09","24","05:34","17:39"
"09","25","05:35","17:37"
"09","26","05:36","17:36"
"09","27","05:37","17:34"
"09","28","05:38","17:32"
"09","29","05:39","17:30"
"09","30","05:40","17:29"
"10","01","05:41","17:27"
"10","02","05:42","17:25"
"10","03","05:44","17:23"
"10","04","05:45","17:22"
"10","05","05:46","17:20"
"10","06","05:47","17:18"
"10","07","05:48","17:17"
"10","08","05:49","17:15"
"10","09","05:50","17:13"
"10","10","05:51","17:12"
"10","11","05:53","17:10"
"10","12","05:54","17:08"
"10","13","05:55","17:07"
"10","14","05:56","17:05"
"10","15","05:57","17:03"
"10","16","05:58","17:02"
"10","17","05:59","17:00"
"10","18","06:01","16:59"
"10","19","06:02","16:57"
"10","20","06:03","16:56"
"10","21","06:04","16:54"
"10","22","06:05","16:53"
"10","23","06:07","16:51"
"10","24","06:08","16:50"
"10","25","06:09","16:48"
"10","26","06:10","16:47"
"10","27","06:11","16:45"
"10","28","06:13","16:44"
"10","29","06:14","16:43"
"10","30","06:15","16:41"
"10","31","06:16","16:40"
"11","01","06:18","16:39"
"11","02","06:19","16:37"
"11","03","06:20","16:36"
"11","04","06:21","16:35"
"11","05","06:23","16:34"
"11","06","06:24","16:32"
"11","07","06:25","16:31"
"11","08","06:26","16:30"
"11","09","06:28","16:29"
"11","10","06:29","16:28"
"11","11","06:30","16:27"
"11","12","06:31","16:26"
"11","13","06:33","16:25"
"11","14","06:34","16:24"
"11","15","06:35","16:23"
"11","16","06:36","16:22"
"11","17","06:38","16:21"
"11","18","06:39","16:21"
"11","19","06:40","16:20"
"11","20","06:41","16:19"
"11","21","06:42","16:18"
"11","22","06:44","16:18"
"11","23","06:45","16:17"
"11","24","06:46","16:16"
"11","25","06:47","16:16"
"11","26","06:48","16:15"
"11","27","06:49","16:15"
"11","28","06:51","16:14"
"11","29","06:52","16:14"
"11","30","06:53","16:14"
"12","01","06:54","16:13"
"12","02","06:55","16:13"
"12","03","06:56","16:13"
"12","04","06:57","16:12"
"12","05","06:58","16:12"
"12","06","06:59","16:12"
"12","07","07:00","16:12"
"12","08","07:01","16:12"
"12","09","07:02","16:12"
"12","10","07:03","16:12"
"12","11","07:04","16:12"
"12","12","07:04","16:12"
"12","13","07:05","16:12"
"12","14","07:06","16:13"
"12","15","07:07","16:13"
"12","16","07:07","16:13"
"12","17","07:08","16:13"
"12","18","07:09","16:14"
"12","19","07:09","16:14"
"12","20","07:10","16:15"
"12","21","07:10","16:15"
"12","22","07:11","16:15"
"12","23","07:11","16:16"
"12","24","07:12","16:17"
"12","25","07:12","16:17"
"12","26","07:13","16:18"
"12","27","07:13","16:18"
"12","28","07:13","16:19"
"12","29","07:13","16:20"
"12","30","07:14","16:21"
"12","31","07:14","16:22"
