"month1","day1","sunrise1","sunset1"
"06","25","04:09","19:26"
"06","26","04:09","19:26"
"06","27","04:10","19:26"
"06","28","04:10","19:26"
"06","29","04:11","19:26"
"06","30","04:11","19:25"
"07","01","04:12","19:25"
"07","02","04:12","19:25"
"07","03","04:13","19:25"
"07","04","04:13","19:25"
"07","05","04:14","19:24"
"07","06","04:15","19:24"
"07","07","04:15","19:24"
"07","08","04:16","19:23"
"07","09","04:17","19:23"
"07","10","04:17","19:22"
"07","11","04:18","19:22"
"07","12","04:19","19:21"
"07","13","04:20","19:21"
"07","14","04:20","19:20"
"07","15","04:21","19:20"
"07","16","04:22","19:19"
"07","17","04:23","19:18"
"07","18","04:24","19:17"
"07","19","04:25","19:17"
"07","20","04:26","19:16"
"07","21","04:27","19:15"
"07","22","04:27","19:14"
"07","23","04:28","19:13"
"07","24","04:29","19:12"
"07","25","04:30","19:11"
"07","26","04:31","19:10"
"07","27","04:32","19:09"
"07","28","04:33","19:08"
"07","29","04:34","19:07"
"07","30","04:35","19:06"
"07","31","04:36","19:05"
"08","01","04:37","19:04"
"08","02","04:38","19:03"
"08","03","04:39","19:02"
"08","04","04:40","19:00"
"08","05","04:41","18:59"
"08","06","04:42","18:58"
"08","07","04:44","18:57"
"08","08","04:45","18:55"
"08","09","04:46","18:54"
"08","10","04:47","18:53"
"08","11","04:48","18:51"
"08","12","04:49","18:50"
"08","13","04:50","18:48"
"08","14","04:51","18:47"
"08","15","04:52","18:46"
"08","16","04:53","18:44"
"08","17","04:54","18:43"
"08","18","04:55","18:41"
"08","19","04:56","18:40"
"08","20","04:57","18:38"
"08","21","04:58","18:36"
"08","22","04:59","18:35"
"08","23","05:00","18:33"
"08","24","05:01","18:32"
"08","25","05:03","18:30"
"08","26","05:04","18:28"
"08","27","05:05","18:27"
"08","28","05:06","18:25"
"08","29","05:07","18:24"
"08","30","05:08","18:22"
"08","31","05:09","18:20"
"09","01","05:10","18:19"
"09","02","05:11","18:17"
"09","03","05:12","18:15"
"09","04","05:13","18:13"
"09","05","05:14","18:12"
"09","06","05:15","18:10"
"09","07","05:16","18:08"
"09","08","05:17","18:06"
"09","09","05:18","18:05"
"09","10","05:19","18:03"
"09","11","05:20","18:01"
"09","12","05:22","17:59"
"09","13","05:23","17:58"
"09","14","05:24","17:56"
"09","15","05:25","17:54"
"09","16","05:26","17:52"
"09","17","05:27","17:51"
"09","18","05:28","17:49"
"09","19","05:29","17:47"
"09","20","05:30","17:45"
"09","21","05:31","17:44"
"09","22","05:32","17:42"
"09","23","05:33","17:40"
"09","24","05:34","17:38"
"09","25","05:35","17:37"
"09","26","05:36","17:35"
"09","27","05:38","17:33"
"09","28","05:39","17:31"
"09","29","05:40","17:29"
"09","30","05:41","17:28"
"10","01","05:42","17:26"
"10","02","05:43","17:24"
"10","03","05:44","17:23"
"10","04","05:45","17:21"
"10","05","05:46","17:19"
"10","06","05:47","17:17"
"10","07","05:49","17:16"
"10","08","05:50","17:14"
"10","09","05:51","17:12"
"10","10","05:52","17:11"
"10","11","05:53","17:09"
"10","12","05:54","17:07"
"10","13","05:55","17:06"
"10","14","05:57","17:04"
"10","15","05:58","17:03"
"10","16","05:59","17:01"
"10","17","06:00","16:59"
"10","18","06:01","16:58"
"10","19","06:02","16:56"
"10","20","06:04","16:55"
"10","21","06:05","16:53"
"10","22","06:06","16:52"
"10","23","06:07","16:50"
"10","24","06:08","16:49"
"10","25","06:10","16:47"
"10","26","06:11","16:46"
"10","27","06:12","16:45"
"10","28","06:13","16:43"
"10","29","06:14","16:42"
"10","30","06:16","16:41"
"10","31","06:17","16:39"
"11","01","06:18","16:38"
"11","02","06:19","16:37"
"11","03","06:21","16:35"
"11","04","06:22","16:34"
"11","05","06:23","16:33"
"11","06","06:24","16:32"
"11","07","06:26","16:31"
"11","08","06:27","16:30"
"11","09","06:28","16:28"
"11","10","06:29","16:27"
"11","11","06:31","16:26"
"11","12","06:32","16:25"
"11","13","06:33","16:24"
"11","14","06:34","16:24"
"11","15","06:36","16:23"
"11","16","06:37","16:22"
"11","17","06:38","16:21"
"11","18","06:39","16:20"
"11","19","06:41","16:19"
"11","20","06:42","16:19"
"11","21","06:43","16:18"
"11","22","06:44","16:17"
"11","23","06:45","16:17"
"11","24","06:47","16:16"
"11","25","06:48","16:16"
"11","26","06:49","16:15"
"11","27","06:50","16:15"
"11","28","06:51","16:14"
"11","29","06:52","16:14"
"11","30","06:53","16:13"
"12","01","06:54","16:13"
"12","02","06:55","16:13"
"12","03","06:56","16:13"
"12","04","06:58","16:12"
"12","05","06:58","16:12"
"12","06","06:59","16:12"
"12","07","07:00","16:12"
"12","08","07:01","16:12"
"12","09","07:02","16:12"
"12","10","07:03","16:12"
"12","11","07:04","16:12"
"12","12","07:05","16:12"
"12","13","07:06","16:12"
"12","14","07:06","16:13"
"12","15","07:07","16:13"
"12","16","07:08","16:13"
"12","17","07:08","16:13"
"12","18","07:09","16:14"
"12","19","07:10","16:14"
"12","20","07:10","16:15"
"12","21","07:11","16:15"
"12","22","07:11","16:16"
"12","23","07:12","16:16"
"12","24","07:12","16:17"
"12","25","07:12","16:17"
"12","26","07:13","16:18"
"12","27","07:13","16:19"
"12","28","07:13","16:20"
"12","29","07:14","16:20"
"12","30","07:14","16:21"
"12","31","07:14","16:22"
